Region,Territory Level and Typology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
    JPI38: Ehime,,35561.3,35969.9,36846.6,38634.5,38707,41133.8,42339.3,40571.3,40736.1,43550.9,46964.3,45074.5,..,..
    JPI39: Kochi,Small regions (TL3) - predominantly rural close to a city,17186.9,17406.9,17521.2,17772,18294.6,18929.7,19001.7,18912.8,18398.3,19523.7,20138.4,20648.7,..,..
"  JPJ: Kyushu, Okinawa",Large regions (TL2),323543,334252,346716,361575,371797,388584,408043,406766,404588,425591,444965,453828,..,..
    JPJ40: Fukuoka,Small regions (TL3) - predominantly urban,118412,123127,127945,133922,139602,145106,153123,152050,153276,160462,168261,171198,..,..
    JPJ41: Saga,Small regions (TL3) - predominantly rural remote,19402.4,19840.3,20555.4,21554.9,22390.3,23183.2,24879,24352.3,23162.9,24777,24979,25274.9,..,..
    JPJ42: Nagasaki,Small regions (TL3) - intermediate,30282.5,31374.3,31955,33064.1,33581.2,35374.3,37030.6,37238.7,37461.5,39070.2,40995.9,42086.1,..,..
    JPJ43: Kumamoto,,39056.7,39482.9,40880,42643.6,43673.6,45948.5,48085.8,47402.2,46745.1,49586,52483.5,53900.8,..,..
    JPJ44: Oita,,29753.2,30721,32366.3,34110.4,33908.2,35442,36662,37309.2,34863.7,37705,39336,40131.1,..,..
    JPJ45: Miyazaki,Small regions (TL3) - predominantly rural remote,23730.7,24676,25923.4,26787.3,27116,28415.2,29733.2,29947.2,30195.1,31379.2,32837.9,33748.2,..,..
    JPJ46: Kagoshima,Small regions (TL3) - intermediate,38191.6,39405.1,40380.7,42044,43096,45378,47539.2,46752.2,46441.4,48934.5,50684,51106.4,..,..
    JPJ47: Okinawa,,24713.8,25624.9,26710.7,27448.8,28429.8,29736.3,30990.7,31713.8,32442.2,33676.6,35387.8,36382,..,..
KOR: Korea,Country,913363,990928,1028140,1107260,1166190,1251840,1354510,1407280,1396000,1505110,1557350,1600750,1662660,..
  KR01: Capital Region (KR),Large regions (TL2),446091,490527,507836,537949,570624,616752,667051,687282,684214,734013,751033,771675,810179,..
    KR011: Seoul,Small regions (TL3) - predominantly urban,227346,249747,256686,263796,279161,299438,323919,334725,331246,344670,355509,364404,370379,..
    KR012: Incheon,,43072.5,48495.7,49581.6,53693.7,55979.9,60936.3,67044.8,65257,65225.8,72222.6,72379.3,72313.8,75160.1,..
    KR013: Gyeonggi-do,,175673,192284,201569,220460,235483,256378,276087,287300,287742,317121,323145,334957,364640,..
  KR02: Gyeongnam Region,Large regions (TL2),159284,170876,174689,190295,199506,212670,232819,246946,238145,254600,265191,272499,277028,..
    KR021: Busan,Small regions (TL3) - predominantly urban,52367.8,55299.6,58370.1,61525.8,64152.1,67804.3,72958.8,76957.1,73590.7,75826.3,77988.2,79045.7,81767.4,..
    KR022: Ulsan,,44242.4,48109.5,46446.6,53765.4,54988.1,58476.3,65023.5,68561.7,63722.2,74773.6,80445.8,82282.4,79453.8,..
    KR023: Gyeongsangnam-do,Small regions (TL3) - intermediate,62674,67466.9,69872.2,75004,80365.3,86389.8,94836.9,101428,100832,104000,106757,111171,115807,..
  KR03: Gyeongbuk Region,Large regions (TL2),90757.3,96729.4,101213,112359,117369,123765,130326,134939,132147,142069,144777,149285,155642,..
    KR031: Daegu,Small regions (TL3) - predominantly urban,31800.5,33972.2,34832.9,37531.9,38999.4,41797.5,44647.9,45137.6,43669.5,45897.3,48500.7,50009.9,52025.7,..
    KR032: Gyeonsangbuk-do,Small regions (TL3) - predominantly rural close to a city,58956.8,62757.3,66380.2,74826.7,78369.3,81967.7,85678.1,89801.7,88477.7,96171.8,96276.3,99274.7,103616,..
  KR04: Jeolla Region,Large regions (TL2),91508,96772.2,99745.3,108029,112473,118663,129898,136431,133514,146251,152634,155755,156432,..
    KR041: Gwangju,Small regions (TL3) - predominantly urban,19130.4,20846.9,20971.8,22266.7,24383.2,26696,28966.9,29196.8,28898.2,31408.2,32517.5,33610.9,34599.6,..
    KR042: Jeollabuk-do,Small regions (TL3) - intermediate,28928,30360,30708.3,32820.4,33679.1,36344.4,38959.8,40513.6,42120.2,43580.6,46759.6,47000.1,49420.8,..
    KR043: Jeollanam-do,Small regions (TL3) - predominantly rural close to a city,43449.6,45565.3,48065.2,52942.4,54410.3,55622.3,61971,66721,62495.6,71262.5,73356.5,75143.6,72411.2,..
  KR05: Chungcheong Region,Large regions (TL2),93459.9,101436,107965,119840,125900,136590,147775,154174,160201,178769,191893,197408,206938,..
    KR051: Daejeon,Small regions (TL3) - predominantly urban,20213.3,22196.2,23419,24815,25911,27683.8,29570.1,30589.2,30960.1,32872.6,34734.8,35901.8,36567.1,..
    KR052: Chungcheongbuk-do,Small regions (TL3) - intermediate,28136,29911.4,30792.8,34972.4,34954.3,38541,41561.8,42046.2,42238.6,46955.7,49718.8,50715.5,55104.4,..
    KR053: Chungcheongnam-do,Small regions (TL3) - predominantly rural close to a city,45110.5,49328.4,53753.6,60052.8,65034.3,70364.9,76643.6,81538.9,87002.3,98941.1,107440,110791,115266,..
  KR06: Gangwon Region,Large regions (TL2),24308.8,25784.3,27508.4,28777.5,29858.4,32405,34896.8,35612.4,35296.1,36437.3,37958.2,39353.1,41102.9,..
    KR061: Gangwon-do,Small regions (TL3) - predominantly rural close to a city,24308.8,25784.3,27508.4,28777.5,29858.4,32405,34896.8,35612.4,35296.1,36437.3,37958.2,39353.1,41102.9,..
  KR07: Jeju,Large regions (TL2),7953.17,8803.55,9183.3,10008.6,10457.1,10993.3,11748.2,11890,12483.3,12966.1,13863,14771,15342,..
    KR071: Jeju-do,Small regions (TL3) - predominantly rural close to a city,7953.17,8803.55,9183.3,10008.6,10457.1,10993.3,11748.2,11890,12483.3,12966.1,13863,14771,15342,..
LUX: Luxembourg,Country,24759.8,26481.7,27408.2,29870.5,31242.7,36442.8,38890.1,41405.6,39795.7,42685.9,47412.3,48767.3,49471.5,..
  LU00: Luxembourg,Large regions (TL2),24759.8,26481.7,27408.2,29870.5,31242.7,36442.8,38890.1,41405.6,39795.7,42685.9,47412.3,48767.3,49471.5,..
    LU000: Luxembourg,Small regions (TL3) - intermediate,24759.8,26481.7,27408.2,29870.5,31242.7,36442.8,38890.1,41405.6,39795.7,42685.9,47412.3,48767.3,49471.5,..
MEX: Mexico,Country,..,..,1074000,1157480,1266880,1408260,1491950,1598650,1556610,1658920,1827350,1906640,1920870,..
  ME01: Aguascalientes,Large regions (TL2),..,..,11394.3,12196,13241.3,14952.4,16566.9,17060.2,17236.3,18364.8,19677.3,20586.7,21657.9,..
  ME02: Baja California Norte,,..,..,35846.3,38422.2,41818.7,46557.6,48175.9,49737.9,48266.8,48288.4,51650.8,53994.4,54424.7,..
  ME03: Baja California Sur,,..,..,6908.51,7914.27,9126.52,10225.5,11245.8,12184.6,12418,12691.5,13830.9,14096.1,14580,..
  ME04: Campeche,,..,..,51701.8,66107.5,78952.3,86432.3,90033.5,100825,73150.8,80072.1,99436.4,97324.4,88289.3,..
  ME05: Coahuila,,..,..,36061.3,38430.6,40949,45058.2,47893.2,51067.6,46635.5,53499.7,60616.4,64569.7,63986.2,..
  ME06: Colima,,..,..,6533.53,6690.22,7215.13,7918.96,8606.88,9273.01,9098.63,9481.59,10534.3,10981.4,11278.4,..
  ME07: Chiapas,,..,..,20464.7,20805.9,22369.9,24903.4,25419.9,27740.5,27965.9,30544.1,33421,34522,34003.4,..
  ME08: Chihuahua,,..,..,31536.8,33555.6,36900.5,41428.2,43788.6,46417.4,44639.8,45788.3,48901.7,52616.9,54452.5,..
  ME09: Federal District (MX),,..,..,197678,207038,225917,246422,258527,271657,273725,282787,302875,311972,320884,..
  ME10: Durango,,..,..,14158.9,14766.4,15735.2,16971.7,18116.2,19125.1,19492.7,20076.9,22304,23211.6,23822,..
  ME11: Guanajuato,,..,..,43046.6,45585.9,47081.9,54134,54962.3,59884.5,58757,62971,69808.5,73945.5,76762.8,..
  ME12: Guerrero,,..,..,17449.5,18667,19928.8,21349.2,22755.1,23315.2,24316.4,25708.1,26772.1,27557.3,28131.9,..
  ME13: Hidalgo,,..,..,16669.4,18835.5,18795.6,22551.3,23153.9,25207,24093.3,26732.4,29311.3,31892.3,31361.9,..
  ME14: Jalisco,,..,..,70385,73845.1,80019.3,87863.6,94635.5,100073,98136.5,104329,113679,119422,122969,..
  ME15: Mexico,,..,..,99096.8,103988,114499,125104,133314,141680,143977,155310,168144,175540,179602,..
  ME16: Michoacan,,..,..,25700.3,27244,29351.4,31998.3,34681.9,37757.3,36850.9,38794.5,43437.9,44091.1,44921.1,..
  ME17: Morelos,,..,..,14435.2,14703.9,15935.4,16843.8,17728.9,17872.3,18114.1,19464.2,21308.4,22437.6,22946.5,..
  ME18: Nayarit,,..,..,6938.37,7650.39,8277.03,8977.11,9375.3,10442,10555.5,11220.7,12039.4,12228.2,12754.4,..
  ME19: Nuevo Leon,,..,..,71849.6,78780.1,86966.9,98572.7,107364,113321,109410,118589,129822,136097,137223,..
  ME20: Oaxaca,,..,..,17940.7,19421.9,19085.4,22965.8,22763.8,24620.7,24178.7,26037.3,28946.9,31077.3,30424,..
  ME21: Puebla,,..,..,35604.3,36750.4,40926,44564.6,46543.2,49995.8,49305.1,52505.4,57726.1,61921,62143.1,..
  ME22: Queretaro,,..,..,18405.1,19998.8,22554.4,25223,27551.6,29870.5,30349.6,32498,36134.5,38578.3,40022.3,..
  ME23: Quintana Roo,,..,..,15638.8,16687.9,18322.5,20061.9,22207,24037,24039.2,24712.2,26545,28501.9,29769.7,..
  ME24: San Luis Potosi,,..,..,19382.1,21290,23346.9,26087.4,27374,29516.5,29624.3,31812.7,35108.8,37243.7,37390.6,..
  ME25: Sinaloa,,..,..,22987.9,25188.1,26897,28667.1,31436.4,34455.1,34645.1,35782.8,37156.6,39489.1,40316.5,..
  ME26: Sonora,,..,..,27560.6,29605.3,33428.8,38809.7,41041.9,42961.7,42983.9,46353.8,52888.4,55952.8,58276.8,..
  ME27: Tabasco,,..,..,21864.5,25980.2,31729,37217.6,41393.2,49207.9,44053.4,51048.2,65267,66084,60775.6,..
  ME28: Tamaulipas,,..,..,35154.7,37828.2,41771.1,45787.7,48183.7,52252.3,50118.2,52189.9,55352.1,56509.4,56934.2,..
  ME29: Tlaxcala,,..,..,6395.02,6897.32,6892.63,7727.78,8040.73,8731.54,8726.02,9219.87,10058.5,10620.4,10819.9,..
  ME30: Veracruz,,..,..,51157.8,56895.3,60628.5,71392.4,75500.7,82190,82546.4,89180.3,95867.3,102832,101401,..
  ME31: Yucatan,,..,..,15635.6,16460.8,18512.5,20220.5,21497.6,23045,23897.3,24952.1,26558.7,27785.4,28516.6,..
  ME32: Zacatecas,,..,..,8421.02,9245.16,9706.68,11274.5,12069.4,13129.7,15304.2,17914.3,22168,22962.7,20023.8,..
NLD: Netherlands,Country,526253,548263,547385,576561,608834,667588,715284,758805,733961,743422,774363,771631,775728,..
    NL11: Groningen,Large regions (TL2),20489.5,21043.1,21532.2,22574.2,24732.6,29149,29240,36393.5,31930.9,33574,35580.1,36801.1,38354.9,..
    NL12: Friesland,,14981.8,15198.9,15354.5,15817.7,16826,18326.8,19775.5,20790.3,20231,20383.4,21800.2,21591.2,21836.4,..
    NL13: Drenthe,,11740.1,12124.1,12000.3,12329.9,13203.9,14272.5,15551.7,16346.2,15501.3,15334.3,16012.9,15711,15885,..
    NL21: Overijssel,,28886.7,29861.6,29951.9,31343.3,32881.8,35926.5,38811.2,41669.1,41224.4,41304.8,43643.7,43125.7,43211.9,..
    NL22: Gelderland,,53571.8,55519.7,55492.2,57796.3,60408.1,67147.1,72159.5,76216.8,74939.7,74650.4,79151.6,78482.7,79031.6,..
    NL23: Flevoland,,8500.59,8999.8,9456.44,10046.4,10664.2,12347.7,13513.9,13827.9,13136.8,13589.7,14071.4,13751.3,13915.7,..
    NL31: Utrecht,,47369.1,48771.3,48070.3,50491.6,53102.2,57668.9,62120.3,65105.5,66302.7,65833.1,67778.1,68203.8,68295.6,..
    NL32: North Holland,,101174,109231,108839,115298,121250,130608,138776,145852,143486,147130,152382,151761,152710,..
    NL33: South Holland,,133754,139585,140073,147386,156516,169745,184081,193245,185100,161181,164229,164190,163791,..
    NL34: Zeeland,,8415.48,9187.63,9330.17,9756.74,10082.8,10934.6,12216.2,13178.3,12419,13160,13788.3,13822.4,13920.5,..
    NL41: North Brabant,,77828.1,80135.3,79705.7,84137,88906,97660,104169,110052,106941,109910,116059,114797,115791,..
    NL42: Limburg (NL),,30399.9,31834.8,31390.1,33218.7,34167.5,37201.2,40270.8,41857.8,39902.2,40812.7,42898.2,41843,42075.2,..
NZL: New Zealand,Country,87488.4,92140.6,96615.9,102553,106464,115785,123263,125916,131221,134994,141529,145422,156438,..
    NZ011: Northland Region,Large regions (TL2),2324.65,2261.46,2387.32,2614.71,2794.14,3168.7,3304.93,3393.02,3296.59,3480.13,3557.4,3610.63,3922.56,..
    NZ012: Auckland Region,,30511.3,33570,35553.3,38056,39314,41695.1,43855.6,43686.6,45961.1,47104.3,49887.1,52149.6,55287.6,..
    NZ013: Waikato Region,,7725.72,7467.86,7944.6,8340.96,8818.24,10093.6,10553.3,11147,11132.2,11655.6,12529.7,12620.3,14012.2,..
    NZ014: Bay of Plenty Region,,4549.38,4698.56,4902.85,5214.84,5394.79,6030.84,6432.37,6455.99,6806.15,7135.68,7387.37,7597.46,8078.02,..
    NZ015: Gisborne Region,,719.15,739.3,734.56,767.78,765.47,868.48,882.86,943.18,987.28,1023.69,1045.15,1037.4,1107.31,..
    NZ016: Hawke's Bay Region,,2831.04,2998.72,3143.25,3361.29,3397.39,3642.35,3480.45,3656.65,3808.94,3952.14,4047.34,4034.1,4327.07,..
    NZ017: Taranaki Region,,3221.88,3154.61,3090.49,3085.05,3149.19,3826.96,5450.82,5699.3,5586.17,5838.16,5773.55,5779.99,6244.76,..
    NZ018: Manawatu-Wanganui Region,,3953.26,3985.81,4162.28,4393.4,4641.04,4845.02,5180.6,5197.53,5563.04,5734.39,5828.73,5850.23,6229.1,..
    NZ019: Wellington Region,,12750.2,13367.3,13710.2,14289.1,14953.1,15978.9,16798.2,17304.5,18350.7,18402.3,19271,19616.7,20658.1,..
    NZ021: Tasman-Nelson-Marlborough,,2445.64,2538.53,2704.51,2869.09,2876.22,3233.38,3455.94,3556.03,3674.22,3756.64,3937.64,4015.19,4400.62,..
    NZ022: West Coast Region,,564.17,547.33,589.65,616.08,705.54,789.65,908.03,1004.22,993.4,1050.47,1126.58,1077.92,1172,..
    NZ023: Canterbury Region,,10059.9,10768.8,11410.4,12387.9,12868.4,14170.5,14962.3,15482.6,16214.9,16701,17678,18452.3,20568.9,..
    NZ024: Otago Region,,3667.78,3927.26,4127.56,4431.82,4557,4943.39,5213.71,5408.84,5727.02,5845.53,6064.28,6233.85,6682.65,..
    NZ025: Southland Region,,2162.87,2114.42,2154.93,2125.82,2229.32,2496.96,2785.02,2979.79,3119,3313.42,3395.21,3346.56,3746.86,..
NOR: Norway,Country,170529,171238,177994,198342,223566,255050,267776,297687,271304,287353,310740,333049,333427,..
  NO01: Oslo and Akershus,Large regions (TL2),..,..,..,..,..,..,..,67319.1,67150,70919.1,74017.7,80719.6,..,..
    NO011: Oslo,Small regions (TL3) - predominantly urban,..,..,..,..,..,..,..,44261.6,43636.1,47821.7,50055.2,54509.1,..,..
    NO012: Akershus,,..,..,..,..,..,..,..,23057.5,23513.9,23097.4,23962.5,26210.5,..,..
  NO02: Hedmark and Oppland,Large regions (TL2),..,..,..,..,..,..,..,12465,12227.2,12532.7,13212.9,13845.8,..,..
    NO021: Hedmark,Small regions (TL3) - predominantly rural remote,..,..,..,..,..,..,..,6250.77,6229.43,6315.32,6693.63,7021.54,..,..
    NO022: Oppland,,..,..,..,..,..,..,..,6214.22,5997.75,6217.39,6519.29,6824.24,..,..
  NO03: South-Eastern Norway,Large regions (TL2),..,..,..,..,..,..,..,33567.3,32781.1,33439.7,34796.1,37128.6,..,..
    NO031: Østfold,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,9095.09,8910.1,8888.82,9342.63,9960.97,..,..
    NO032: Buskerud,,..,..,..,..,..,..,..,9871.56,9815.46,10224.2,10629.8,11380.7,..,..
    NO033: Vestfold,,..,..,..,..,..,..,..,8100.56,7946.1,7938.16,8390.24,9109.62,..,..
    NO034: Telemark,Small regions (TL3) - predominantly rural remote,..,..,..,..,..,..,..,6500.03,6109.45,6388.52,6433.42,6676.47,..,..
  NO04: Agder and Rogaland,Large regions (TL2),..,..,..,..,..,..,..,33540.5,33446.4,35807,36143.2,39023.6,..,..
    NO041: Aust-Agder,Small regions (TL3) - predominantly rural remote,..,..,..,..,..,..,..,3815.08,3749.13,3689.55,3831.25,4141.73,..,..
    NO042: Vest-Agder,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,7436.05,7555.03,7903.82,8153.45,8545.41,..,..
    NO043: Rogaland,,..,..,..,..,..,..,..,22289.4,22142.2,24213.6,24159.3,26336.5,..,..
  NO05: Western Norway,Large regions (TL2),..,..,..,..,..,..,..,37798.7,37860.9,39362.1,41292.9,44335.7,..,..
    NO051: Hordaland,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,22719.7,22606.4,23160.6,24367.5,26601.8,..,..
    NO052: Sogn og Fjordane,Small regions (TL3) - predominantly rural remote,..,..,..,..,..,..,..,4300.43,4339.7,4611.44,4759.36,4852.87,..,..
    NO053: Møre og Romsdal,,..,..,..,..,..,..,..,10778.6,10914.8,11590.1,12166,12881.1,..,..
  NO06: Trøndelag,Large regions (TL2),..,..,..,..,..,..,..,16060.6,16126.9,17194.2,18000,19584.4,..,..
    NO061: Sør-Trøndelag,Small regions (TL3) - intermediate,..,..,..,..,..,..,..,11926.7,11959.5,12825.2,13428.9,14599.7,..,..
    NO062: Nord-Trøndelag,Small regions (TL3) - predominantly rural remote,..,..,..,..,..,..,..,4133.89,4167.41,4368.98,4571.13,4983.84,..,..
  NO07: Northern Norway,Large regions (TL2),..,..,..,..,..,..,..,16701.8,17080.3,18273.8,18901.3,19891.7,..,..
    NO071: Nordland,Small regions (TL3) - predominantly rural remote,..,..,..,..,..,..,..,8715.49,8558.14,9235.45,9359.98,9875.33,..,..
    NO072: Troms,,..,..,..,..,..,..,..,5556.99,5951.84,6221.92,6539.24,6883.85,..,..
    NO073: Finnmark,,..,..,..,..,..,..,..,2429.29,2570.28,2816.39,3002.03,3131.69,..,..
POL: Poland,Country,419377,443177,460129,498393,526944,577955,643934,688024,730436,789670,850085,881236,912747,..
  PL11: Lodzkie,Large regions (TL2),25718.7,27580.2,29052.1,31164.2,32948.2,35964.5,40033.6,42873.3,44709.7,48457.9,51907.7,53890.7,55698.8,..
    PL113: City of Lódz,Small regions (TL3) - predominantly urban,10026.1,10624.6,11271.5,11877.9,12320.1,13462.9,15046.5,16297.7,17222.8,18788.4,19584.3,20160.5,..,..
    PL114: Lódzki,,3326.88,3580.91,3809.8,4060.66,4397.26,4908.28,5545.17,5894.77,6086.02,6526.89,6948.99,7252.67,..,..
    PL115: Piotrkowski,Small regions (TL3) - predominantly rural close to a city,5796.87,6073.63,6458.96,7077.57,7632.25,8157.21,8871.04,9600.76,10591.3,11631.7,12770.6,13359.7,..,..
    PL116: Sieradzki,,3678.33,3981.61,4087.4,4428.04,4694.29,5193.64,5787.43,6032.87,5754.09,6118.68,6709.99,7017.61,..,..
    PL117: Skierniewicki,,2888.56,3319.41,3424.52,3717.61,3908.68,4244.54,4783.51,5045.37,5055.43,5392.26,5893.79,6100.18,..,..
  PL12: Mazovia,Large regions (TL2),86204.8,89976.3,93622.6,101108,109389,120838,135205,143047,155240,171014,184053,192700,200179,..
    PL121: Ciechanowsko-Plocki,Small regions (TL3) - predominantly rural close to a city,6632.05,6598.75,7279.79,9298.89,9511.26,10154.8,11139.6,12097.9,12919.4,15020.2,16883.2,17323.8,..,..
    PL122: Ostrolecko-Siedlecki,,6568.86,6326.7,6461.35,6955.92,7606.42,8383.39,9400.72,9982.9,10647,11631.7,12806.7,13193.1,..,..
    PL127: City of Warsaw,Small regions (TL3) - predominantly urban,50758.2,54677.5,56847.9,60396.6,65980.4,73146.5,82678.7,86174.2,93597.4,102209,108108,113866,..,..
    PL128: Radomski,Small regions (TL3) - intermediate,5490.84,5381.92,5568.73,5868.37,6353.75,6977.71,7581.75,8070.31,8776.21,9485.28,10159.7,10333.6,..,..
    PL129: Warsaw-East,,6963.75,6775.9,7011.76,7603.1,8361.9,9097.86,9926.29,11140.7,11974.7,13448.8,14781.8,15596.2,..,..
    PL12A: Warsaw-West,,9789.13,10213.4,10450.6,10985,11575.4,13078.2,14477.8,15578.8,17325,19218.5,21311.4,22387.9,..,..
  PL21: Lesser Poland,Large regions (TL2),31020,33229.9,34951.1,37611.6,39900.3,44616.3,49292.7,53121.1,55976.5,59935.9,65408.8,67533.3,70298.7,..
    PL213: City of Krakow,Small regions (TL3) - predominantly urban,12083.4,13020.4,13832.1,15310.8,16116.8,18434.6,20433.6,21356.3,22445.4,24119.2,25976.4,26831.2,..,..
    PL214: Krakowski,,4768.2,5006.53,5310.27,5535.05,5990,6759.98,7559.17,8679.47,9087.24,9724.49,10874.4,11410.7,..,..
    PL215: Nowosadecki,Small regions (TL3) - predominantly rural close to a city,5054.49,5371.37,5532.83,5917.03,6409.71,6962.91,7690.56,8645.41,9110.45,9621.35,10376.1,10849.3,..,..
    PL216: Oswiecimski,Small regions (TL3) - intermediate,5800.82,6259.22,6604.94,6805.07,7167.34,7757.7,8532.3,8944.31,9570.04,10152.5,11018.7,11052.5,..,..
    PL217: Tarnowski,Small regions (TL3) - predominantly rural close to a city,3313.06,3572.48,3668.61,4043.63,4214.31,4699.01,5077.09,5497.5,5768.02,6316.2,7163.18,7391.88,..,..
  PL22: Silesia,Large regions (TL2),55814.6,59679.8,61662.8,68661.4,69869.7,75224.4,83189.9,89995.5,94528.2,101617,109691,111812,113734,..
    PL224: Czestochowski,Small regions (TL3) - intermediate,5658.66,5687.71,5882.22,6634.77,6885.38,7146.81,8002.62,8316.24,8502.32,9120.97,9898.13,10198.9,..,..
    PL225: Bielski,,7735.74,7986.41,8277.71,8946.11,9207.77,9960.3,10868.6,11782,12766.2,13477.4,14497.7,15167.2,..,..
    PL227: Rybnicki,Small regions (TL3) - predominantly urban,6395.12,6558.68,6853.82,8435.18,8473.82,8609.57,9287.8,10998.8,11067.2,12790.4,14125.7,13962.2,..,..
    PL228: Bytomski,,4219.32,4601.62,4633.03,4878.15,5200.09,5563.56,6021.47,6390.42,6780.04,7137,7505.9,7649.76,..,..
    PL229: Gliwicki,,5964.7,6236.02,6413.49,7126.23,7249.13,8269.25,9302.17,9952.63,10707.4,11675.5,12441.4,13186.3,..,..
    PL22A: Katowicki,,12263.1,14064.3,13846.4,14724.5,15271,16259.5,18257.4,19538.3,20880.9,21555.8,23406,23672.7,..,..
    PL22B: Sosnowiecki,,7652.82,8399.75,8806.58,10585.9,10126.8,11797.2,12775.9,13024.9,12685,13949.2,14919.4,15249.3,..,..
    PL22C: Tyski,,5925.21,6143.23,6951.93,7333.03,7453.6,7620.3,8673.95,9994.25,11139.1,11912.6,12896.9,12725.3,..,..
  PL31: Lublin Province,Large regions (TL2),17609.8,18393.8,19101.7,20218.2,21093.1,22772.1,25619.5,27769.4,28563.9,30970.9,33441.7,34864.4,36160.9,..
    PL311: Bialski,Small regions (TL3) - predominantly rural remote,2306.11,2294.48,2395.49,2481.65,2582.83,2821.94,3225.27,3407.09,3518.84,3860.39,4214.03,4285.87,..,..
